id,id_kompetisi,capaian,skala_kompetisi,kategori_peserta,waktu_selesai,last_update,waktu_mulai,nama_kegiatan,jenis_kegiatan,lembaga_penyelenggara,kategori_capaian,kategori_penghargaan,is_pusprenas,status_validasi
97,5602484C-5FF9-4844-BFAA-5E60AAE06DC3,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Direktorat Akademik dan Kemahasiswaan,Apresiasi,Apresiasi,1,2
98,8C0208FA-8B28-462D-B7C6-61DBD6E82A4F,Peserta,Nasional,Individu,2021-05-16,2023-12-22,2021-03-12,Youth Innovation Challenge,Lomba Mandiri atau Umum,Sejutacita,Apresiasi,Apresiasi,0,2
99,F7F83368-4F66-4273-93C2-6319BE281E60,Peserta,Nasional,Individu,2021-08-21,2023-12-22,2021-08-21,TAX POSTER COMPETITION TAXTIVAL 2021,Lomba Mandiri atau Umum,Tax Center UIN Syarif Hidayatullah Jakarta,Apresiasi,Apresiasi,0,2
100,AC834D3C-911A-4B74-9038-661C394EF0DA,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-01,2023-12-22,2021-01-25,LIGA PKM,Program Kreativitas Mahasiswa (PKM),DITMAWA ITS,Apresiasi,Apresiasi,1,2
101,4CD479D8-D33D-4846-85E3-6645511ED639,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
102,E211BAA1-7205-42E4-97BF-6650DB59EB34,Peserta,Nasional,Kelompok,2020-10-14,2023-12-22,2020-07-27,Statistika Ria dan Festival Sains Data (SATRIA DATA),Lomba Mandiri atau Umum,"Departemen Statistika, Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA) IPB University",Apresiasi,Apresiasi,0,2
103,08ACA053-489C-40A0-B8E7-67734625EE68,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
104,9397599B-E734-4DE4-B56D-6A4E0DCCA518,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-08,Program Kreativitas Mahasiswa Pengabdian Masyarakat (PKM PM),Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
105,C72B5204-7499-4860-A6B8-7124BE4B4C36,Peserta Liga PKM ITS,Lokal,Individu,2021-03-21,2023-12-22,2021-02-08,Liga PKM ITS2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
106,39414940-976A-48DA-BE47-7268170F49F8,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-11,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
107,D2EFB74E-4935-4F87-A6ED-7CB5EDD416A4,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-30,2023-12-22,2021-02-03,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
108,D3DFDF0A-9997-443A-A4EF-84CC97AA9907,Proposal didanai,Nasional,Kelompok,2021-04-01,2023-12-22,2021-02-10,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Tim Satgas PKM 2021,Apresiasi,Apresiasi,1,2
109,ADB1B7E2-F193-4AA1-A70D-86A902179BD1,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-28,2023-12-22,2021-02-11,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
110,D3908638-954E-440F-8776-86DBB8D690F3,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-04,2023-12-22,2021-02-23,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
111,6FB20AED-B0E7-49B4-83B7-89EC0C4020D0,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-14,2023-12-22,2021-02-10,Program Kreativitas Mahasiswa Pengabdian Masyarakat (PKM-PM),Program Kreativitas Mahasiswa (PKM),Kesatria Sepuluh Nopember,Apresiasi,Apresiasi,1,2
112,96AE1391-EAA0-4FB9-B9DF-8ABFF503D34A,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-17,2023-12-22,2021-02-11,Liga Program Kreativitas Mahasiswa (PKM) Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
113,6A63A2B8-F1F2-4F83-87DA-8B3A57DAC1B7,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-13,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
114,670D000A-D7CD-4902-B8FB-8BAEFF03D714,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-05-01,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
115,789D39AB-EAEC-4B54-B270-8C82154AC534,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-22,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
116,3DED0EDA-9A12-4982-83D5-9167707A4AEC,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-17,2023-12-22,2021-02-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
117,041BD1A9-F1EC-4D90-A5D3-93C920BB822E,Peserta Liga PKM ITS,Lokal,Individu,2021-02-26,2023-12-22,2021-02-08,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
118,9BF55A5E-8534-4772-9A6C-94DF3CB0F3CA,Peserta,Regional,Individu,2021-04-25,2023-12-22,2021-04-25,Turnamen Bridge Online Pasangan Putri Hari Kartini,Olahraga,GABSI Jawa Timur,Apresiasi,Apresiasi,0,2
119,E7536CCF-F506-4110-8087-97F5076EA1AA,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Akademik dan Kemahasiswa,Apresiasi,Apresiasi,1,2
120,EDDB3EDE-D946-433C-85EC-986F6CEBAB1E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-10,2023-12-22,2021-01-22,Liga PKM,Program Kreativitas Mahasiswa (PKM),direktorat kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
121,7971A4EB-FDFF-4156-B172-98A4BDB2BD98,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
122,F7236C77-C746-47B2-8F57-98C16ACA9F96,ToT/Workshop PKM,Lokal,Kelompok,2021-01-02,2023-12-22,2020-12-26,TOT/Workshop PKM Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
123,3414E0C2-098F-4A0E-990D-992767262984,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-14,2023-12-22,2021-02-10,Liga Program Kreativitas Mahasiswa ITS 2021 (PKM - KC),Program Kreativitas Mahasiswa (PKM),Kesatria Sepuluh Nopember ITS,Apresiasi,Apresiasi,1,2
124,D0537E80-80F0-4B35-A000-9B122B876FD8,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-17,2023-12-22,2021-02-08,LIGA PKM 2021,Program Kreativitas Mahasiswa (PKM),DITMAWA,Apresiasi,Apresiasi,1,2
125,6DF7EB67-F3ED-43F1-AE6E-9DC67A98895C,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,Liga PKM,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
126,65D46403-D115-4213-97A8-9E87971AD6B1,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-02,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
127,6C9E0269-EDCD-4411-9D2A-A1549D09E461,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-04-21,2023-12-22,2021-02-03,Liga PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
128,DFB6C61A-CDC9-4DC8-B150-A1A4BDBDD8DA,Peserta,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,LIGA PKM ITS,Lomba Mandiri atau Umum,Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,0,2
129,9086BE2C-4260-4EAD-AD67-A1C3D72904E3,Proposal didanai,Nasional,Kelompok,2021-03-01,2023-12-22,2021-02-01,PKM Pengabdian Masyarakat,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
130,73A92E84-17AC-418C-A5DB-A2395C625EF9,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-16,2023-12-22,2021-01-29,Liga PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
131,24A0E016-A056-43D4-B6B2-AB42C500A686,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-31,2023-12-22,2021-02-01,LIGA PKM 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pembelajaran dan Kemahasiswaan,Apresiasi,Apresiasi,1,2
132,5BBB0776-E240-4FFF-8D1E-AE725BC9BEF2,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-26,2023-12-22,2021-02-08,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
133,FA1ECF00-E7DF-44C8-81C4-AF45FE1C00F8,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-24,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
134,71C7D471-03E0-4F32-A263-B0B2F2DE2784,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-04-07,2023-12-22,2021-02-10,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
135,9AE97784-C37E-4595-ACB4-B3028351C3F0,Peserta,Nasional,Individu,2021-06-06,2023-12-22,2021-06-05,Kejuaraan Catur Se-Jawa Bali #6,Olahraga,Politeknik Negeri Bali,Apresiasi,Apresiasi,0,2
136,D24F9C50-5320-4D3A-8CFE-B7953A79625A,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-03-02,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
137,6E0022AC-45E7-4E05-B9CA-B9AA1DF15AC1,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-11,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
138,5B0DDAC8-E02A-40F5-9668-BCF65FD5F330,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,Liga PKM 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
139,30AEDD09-527F-4952-A48D-C090879F5D6F,Proposal didanai,Nasional,Kelompok,2021-10-31,2023-12-22,2021-05-10,Program Kreativitas Mahasiswa 5 Bidang,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
140,4A702130-77B6-4C85-B6DE-C0E7594793B2,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-03-02,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
141,153CA388-AB05-4689-82BB-C3921E75356F,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-10,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
142,D92948DB-D205-4046-A54D-C81D40271EFA,Peserta Liga PKM ITS,Lokal,Individu,2021-03-21,2023-12-22,2021-02-10,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
143,608B0B0D-A18C-4F7D-953A-C91A34941F2C,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-30,2023-12-22,2021-02-03,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
144,CB6D164D-3F7B-442F-B5FD-C96AF5CB5306,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-03-02,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
145,B2911A20-81D5-470B-A214-CA3050143092,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-11,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
146,4B938180-8DBB-4F07-9E23-CB16C87D55EB,Proposal didanai,Nasional,Kelompok,2021-08-23,2023-12-22,2021-05-05,Pendanaan PKM-KC,Program Kreativitas Mahasiswa (PKM),"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia",Apresiasi,Apresiasi,1,2
147,79CADA7E-E36D-483B-9C17-CD92F0405799,Peserta,Lokal,Individu,2020-12-18,2023-12-22,2020-11-08,MABA CUP,Lomba Mandiri atau Umum,LMB ITS,Apresiasi,Apresiasi,0,2
148,9FCA5FD1-F3C8-4475-803E-D29AE406625A,Proposal didanai,Nasional,Kelompok,2021-04-17,2023-12-22,2021-02-11,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Kesatria Sepuluh Nopember Ditmawa ITS,Apresiasi,Apresiasi,1,2
149,E7CB243E-412A-4056-8F3A-D2C1A749EC65,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-20,2023-12-22,2021-02-10,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
150,F14179F6-A8FE-4DA5-8847-D359790BB1A3,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-21,2023-12-22,2021-02-16,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Simbelmawa,Apresiasi,Apresiasi,1,2
151,16701449-6BC1-4586-A8C4-D45BD2C3E0E7,Peserta Liga PKM ITS,Lokal,Kelompok,2021-08-02,2023-12-22,2021-01-18,Program Kreativitas Mahasiswa Pengabdian Masyarakat (PKM-PM),Program Kreativitas Mahasiswa (PKM),"Dirjen Pembelajaran dan Kemahasiswaan Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Apresiasi,Apresiasi,1,2
152,8BF6A49F-B1E3-4A15-82C7-D6C827E49371,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-25,2023-12-22,2021-02-01,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
153,A1B1749A-B759-400D-B959-D71531FB6E25,Peserta Liga PKM ITS,Lokal,Individu,2021-07-25,2023-12-22,2021-04-25,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktur Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
154,C4E32A84-D637-456F-9B02-D71B9A71BEEC,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-14,2023-12-22,2021-02-09,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Kesatria Sepuluh Nopember,Apresiasi,Apresiasi,1,2
155,D91DD216-5F12-44FA-9D9B-D779FAA77DFC,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-21,2023-12-22,2021-03-21,Kontributor Upload Simbelmawa PKM-GFK Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
156,5C37BD20-EC38-4870-85FB-DA09272F0535,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
157,2C1FFCD8-C9F4-4D16-B522-DA4456568F55,Proposal didanai,Nasional,Kelompok,2021-09-30,2023-12-22,2021-06-01,Pendanaan PKM-GFK Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
158,4AF224E2-83E2-4ADC-AD29-DB4C3466FC3F,Peserta,Lokal,Individu,2020-03-15,2023-12-22,2020-03-09,ITS Futsal Championship,Olahraga,UKM Sepak Bola ITS,Apresiasi,Apresiasi,0,2
159,76854EA8-A6F4-42E0-A96E-DCDAD760A371,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS (Institut Teknologi Sepuluh Nopember),Apresiasi,Apresiasi,1,2
160,0B9C9088-FF3E-4D90-B0CE-DD9A3635B60F,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-19,2023-12-22,2021-03-18,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
161,D9205224-43DA-43F4-AFF0-E2667597A95F,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-08,Liga pkm its,Program Kreativitas Mahasiswa (PKM),Simbelmawa its,Apresiasi,Apresiasi,1,2
162,F9F24286-2165-48CF-AA4E-E3175B5581B3,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-08,2023-12-22,2021-02-10,Liga PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
163,B0D0D0B7-7DC1-4896-854E-E41AB4A5240D,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-21,2023-12-22,2021-03-21,Kontributor Upload Simbelmawa PKM-GT Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
164,39BB2479-C7E6-42BA-BB68-E4764746C580,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-30,2023-12-22,2021-02-01,LIGA  PKM ITS  2021,Program Kreativitas Mahasiswa (PKM),"KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI ITS  DIREKTORAT KEMAHASISWAAN",Apresiasi,Apresiasi,1,2
165,A3A40AED-45D9-46FD-BFEA-E702BFF487BC,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,LIGA PKM 2021,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
166,845DE494-79CE-4059-A671-E715DF5FB018,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-20,2023-12-22,2021-02-10,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
167,D7479DAB-9F03-4DA5-9E84-EB164B4D26B0,Peserta,Nasional,Individu,2020-12-20,2023-12-22,2020-12-20,OLIMPIADE SAINS INDONESIA,Lomba Mandiri atau Umum,(POSI) PELATIHAN SAINS INDONESIA,Apresiasi,Apresiasi,0,2
168,472A7E11-2FFE-4C33-B399-EC237CFC3931,Proposal didanai,Nasional,Kelompok,2021-05-05,2023-12-22,2021-01-18,Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Simbelmawa Kemdikbud,Apresiasi,Apresiasi,1,2
169,D452BB61-9F6A-467D-A2B3-EC725FCC9EEE,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Direktorat kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
170,C5C940D5-683F-4994-AF70-ED2E7D6740CF,ToT/Workshop PKM,Lokal,Kelompok,2021-01-02,2023-12-22,2020-12-26,TOT/Workshop PKM GT Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
171,40B3D517-C4CC-4946-A3CD-ED3B6B31B178,Peserta,Nasional,Kelompok,2021-05-09,2023-12-22,2021-02-22,Essay Competition Indonesia Chemical Engineering Event 2021,Lomba Mandiri atau Umum,I-Challenge 2021 (Universitas Brawijaya),Apresiasi,Apresiasi,0,2
172,6E5D0E35-10E8-47CD-9396-EF897B51EBEB,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-09,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember (ITS),Apresiasi,Apresiasi,1,2
173,B721BBCD-BAEC-4155-ADE8-F074225EA43E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh November,Apresiasi,Apresiasi,1,2
174,BA561D46-955C-405B-B6D5-F1AEDC430867,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,LIGA PKM 2021,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
175,A8CBAD8F-0261-49ED-9EE3-F33E996CF167,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-10,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
176,3DB10047-2C41-40D2-9DA2-F74EC695B8EB,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-03,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
177,16520046-9811-4508-9207-F9D7CC8451AB,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-23,2023-12-22,2021-02-01,PKM PM,Program Kreativitas Mahasiswa (PKM),RISTEKDIKTI,Apresiasi,Apresiasi,1,2
178,029E2BD4-75B6-4582-94BB-FA39BBA91489,Proposal didanai,Nasional,Kelompok,2021-09-20,2023-12-22,2021-06-01,Program Kreativitas Mahasiswa 2021,Program Kreativitas Mahasiswa (PKM),KEMENRISTEK DIKTI,Apresiasi,Apresiasi,1,2
179,443E2B1F-4567-4EDC-9BE9-FB281BA50BE5,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-10,2023-12-22,2021-01-22,Liga PKM,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
180,75515A31-1FF8-4F2F-BA7F-FC1284E696D2,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-26,2023-12-22,2021-02-08,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Tim Kawal PKM ITS,Apresiasi,Apresiasi,1,2
181,429BCBA4-F651-434F-843A-FC84507A1CF5,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-26,2023-12-22,2021-02-10,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),DITMAWA ITS,Apresiasi,Apresiasi,1,2
182,6446B0A1-4528-4A68-A356-01169D41E7B1,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
183,2723AE2D-66BA-4AA9-B0C5-04867D2C0CC3,Peserta,Nasional,Individu,2022-12-15,2023-12-22,2022-11-27,16haktpfhunpad,Pekan Seni Mahasiswa Tingkat Nasional (PEKSIMINAS),Universitas Padjajaran,Apresiasi,Apresiasi,1,2
184,04438258-1C2D-479C-90A1-0C7518F2DA21,Juara 2/perak,Nasional,Individu,2022-07-31,2023-12-22,2022-07-31,Muharram Science Olympiad,Olimpiade Matematika dan IPA PT (ONMIPA PT),Pusat Olimpiade Sains Indonesia,Juara,Juara 2,1,2
185,A3816824-1501-460A-AC62-003304AF3D37,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2021-04-22,2023-12-22,2021-02-10,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
186,37811807-EC73-49CC-B9D5-185B26BB7459,Juara 3/perunggu,Nasional,Individu,2022-04-10,2023-12-22,2022-04-10,Kompetisi Hardiknas 2022,Olimpiade Matematika dan IPA PT (ONMIPA PT),Pusat Olimpiade Sains Indonesia,Juara,Juara 3,1,2
187,E0F0FDCA-75C7-4C12-8DD9-1A8EEAF562C2,Juara 3/perunggu,Nasional,Individu,2023-11-18,2023-12-22,2023-11-08,LOMBA SEMARAK Harlah CSSMoRA UIN SGD BANDUNG ke-10,Lomba Mandiri atau Umum,UIN SGD BANDUNG,Juara,Juara 3,0,2
188,B06F425D-638A-4B35-80C0-1D364AE793CF,Juara 1/emas,Regional,Individu,2022-12-11,2023-12-22,2022-12-06,merealisasikan peran pemuda sebagai tonggak keberhasilan pendidikan indonesia,Lomba Mandiri atau Umum,Himpunan Mahasiswa PTIQ Jakarta,Juara,Juara 1,0,2
189,5E791A89-451E-4527-A69F-1F24F46A2161,Juara 2/perak,Nasional,Individu,2022-07-17,2023-12-22,2022-07-17,EXTRAORDINARY SCIENCE OLYMPIAD 2022,Lomba Mandiri atau Umum,Pusat Olimpiade Sains Indonesia (POSI),Juara,Juara 2,0,2
190,57B7AF71-2CF6-4396-B843-236F022BBAF7,Peserta,Nasional,Individu,2022-12-23,2023-12-22,2022-11-17,vidio challenge,Pekan Seni Mahasiswa Tingkat Nasional (PEKSIMINAS),jokiicepat,Apresiasi,Apresiasi,1,2
191,AEEB7998-E96E-4139-9867-367CFCA12019,Peserta,Internasional,Individu,2022-12-20,2023-12-22,2022-12-09,Lomba Puisi Hakordia,Lomba Mandiri atau Umum,itjen kemenkeu,Apresiasi,Apresiasi,0,2
192,AD8AD754-0B39-474E-BA79-3E6E3536704A,Juara 2/perak,Nasional,Kelompok,2023-11-19,2023-12-22,2023-08-30,BCC College d'village 12th edition,Lomba Mandiri atau Umum,HMDS FV ITS,Juara,Juara 2,0,2
